transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_17235_c7_g1_i1.p1	1	sp|P17133|RU17_DROME	76.6	158	37	0	1	158	1	158	6.54E-82	251	sp|P17133|RU17_DROME	76.6	158	37	0	1	158	1	158	3.23E-81	247
TRINITY_GG_17235_c8_g1_i1.p1	1	sp|Q96S53|TESK2_HUMAN	49.5	400	151	13	1	385	98	461	2.43E-97	318	sp|Q96S53|TESK2_HUMAN	49.1	403	148	14	98	461	1	385	2.76E-97	313
TRINITY_GG_17241_c32_g1_i3.p1	1	sp|Q9U616|GCSH_DROME	59.6	151	58	3	23	171	16	165	5.11E-56	176	sp|Q9U616|GCSH_DROME	59.6	151	58	3	16	165	23	171	4.08E-57	176
TRINITY_GG_17241_c32_g1_i3.p2	1	sp|Q7ZUY3|H2AX_DANRE	84.5	142	18	3	1	138	1	142	7.43E-75	222	sp|Q7ZUY3|H2AX_DANRE	84.5	142	18	3	1	142	1	138	1.05E-74	218
TRINITY_GG_17241_c34_g1_i3.p1	1	sp|Q5RFV4|R1441_DANRE	55.4	280	115	5	438	714	20	292	2.93E-100	313	sp|Q5RFV4|R1441_DANRE	55.4	280	115	5	20	292	438	714	1.47E-104	319
TRINITY_GG_17241_c34_g1_i3.p2	1	sp|A7RNG8|CCD22_NEMVE	44.1	644	326	8	1	614	1	640	1.82E-157	469	sp|A7RNG8|CCD22_NEMVE	44.4	639	319	10	1	634	1	608	2.78E-156	463
TRINITY_GG_17241_c35_g1_i3.p1	1	sp|Q5F1R6|DJC21_HUMAN	40.9	585	254	12	1	571	1	507	3.40E-112	348	sp|Q5F1R6|DJC21_HUMAN	40.9	585	254	12	1	507	1	571	1.21E-110	340
TRINITY_GG_17241_c35_g1_i3.p3	1	sp|Q5R4Q8|PRUN2_PONAB	49.8	267	109	4	89	344	52	304	1.35E-76	241	sp|Q5R4Q8|PRUN2_PONAB	49.8	267	109	4	52	304	89	344	8.89E-79	243
TRINITY_GG_17242_c10_g1_i1.p1	1	sp|O14744|ANM5_HUMAN	56.6	629	260	4	10	629	13	637	1.75E-259	729	sp|O14744|ANM5_HUMAN	56.6	629	260	4	13	637	10	629	1.04E-260	729
TRINITY_GG_17242_c8_g1_i13.p1	1	sp|P32198|CPT1A_RAT	52.3	795	340	9	1	786	1	765	3.47E-285	807	sp|P32198|CPT1A_RAT	52.3	795	340	9	1	765	1	786	7.94E-286	805
TRINITY_GG_17244_c4_g1_i3.p1	1	sp|A0A0B7P9G0|UEX_DROME	59.9	738	268	13	305	1037	58	772	8.66E-276	798	sp|A0A0B7P9G0|UEX_DROME	62.1	699	240	11	58	736	305	998	8.20E-279	802
TRINITY_GG_17244_c4_g1_i3.p2	1	sp|Q8N6Q8|MET25_HUMAN	32.7	606	310	14	3	524	12	603	2.85E-84	276	sp|Q8N6Q8|MET25_HUMAN	32.8	606	309	14	12	603	3	524	9.56E-86	276
TRINITY_GG_17252_c2_g1_i2.p1	1	sp|P56960|EXOSX_MOUSE	45.8	611	286	7	3	576	12	614	5.28E-176	525	sp|P56960|EXOSX_MOUSE	46.3	607	285	7	12	614	3	572	3.49E-179	530
TRINITY_GG_1727_c3_g1_i1.p1	1	sp|Q9CR24|NUDT8_MOUSE	46.8	186	88	5	86	262	19	202	1.44E-38	137	sp|Q9CR24|NUDT8_MOUSE	48	173	83	4	32	202	95	262	1.46E-38	133
TRINITY_GG_17273_c5_g1_i1.p1	1	sp|O35250|EXOC7_MOUSE	42.1	492	259	10	3	491	6	474	6.68E-113	353	sp|O35250|EXOC7_MOUSE	42.1	492	259	10	6	474	3	491	5.17E-114	352
TRINITY_GG_1728_c11_g1_i1.p1	1	sp|Q640M1|UT14A_MOUSE	32.7	318	205	4	26	338	39	352	1.62E-37	155	sp|Q640M1|UT14A_MOUSE	32.4	340	214	6	39	374	26	353	1.08E-35	144
TRINITY_GG_1728_c12_g1_i1.p1	1	sp|Q9VZE6|BRX1_DROME	55.9	272	117	2	130	398	39	310	7.15E-103	313	sp|Q9VZE6|BRX1_DROME	55.9	272	117	2	39	310	130	398	6.91E-101	304
TRINITY_GG_1728_c7_g1_i1.p1	1	sp|M9PBE2|HAKAI_DROME	76.3	152	35	1	66	216	126	277	1.42E-78	254	sp|M9PBE2|HAKAI_DROME	80.1	141	27	1	126	266	66	205	2.48E-79	253
TRINITY_GG_1728_c9_g1_i3.p1	1	sp|P79888|DCAM_XENLA	50.9	224	100	2	8	231	6	219	1.43E-70	222	sp|P79888|DCAM_XENLA	50.9	224	100	2	6	219	8	231	3.21E-71	221
TRINITY_GG_17280_c1_g1_i1.p1	1	sp|Q21565|AMT3_CAEEL	38.1	218	132	3	3	218	232	448	2.52E-47	172	sp|Q21565|AMT3_CAEEL	37.9	227	136	4	232	455	3	227	1.89E-46	167
TRINITY_GG_17282_c0_g2_i1.p1	1	sp|Q5FW46|F214A_XENTR	28.7	1014	546	34	175	1133	54	945	7.04E-70	256	sp|Q5FW46|F214A_XENTR	29.3	1016	547	34	49	945	170	1133	3.87E-79	279
TRINITY_GG_1729_c18_g1_i2.p1	1	sp|E9QG68|UBP45_DANRE	36.5	416	224	12	26	438	28	406	3.60E-61	228	sp|E9QG68|UBP45_DANRE	36.3	416	225	12	28	406	26	438	1.24E-60	222
TRINITY_GG_1729_c19_g1_i3.p1	1	sp|Q7PHR1|KIF1A_ANOGA	69.4	1754	384	30	1	1711	1	1644	0	2239	sp|Q7PHR1|KIF1A_ANOGA	69.6	1754	380	31	1	1644	1	1711	0	2237
TRINITY_GG_17305_c0_g1_i1.p1	1	sp|P41738|AHR_RAT	47.6	395	181	6	7	379	8	398	1.08E-107	358	sp|P41738|AHR_RAT	47.7	394	180	6	9	398	8	379	3.68E-111	363
TRINITY_GG_17307_c9_g1_i1.p1	1	sp|Q7M4E8|CUD6_SCHGR	60	75	30	0	33	107	2	76	1.80E-27	99	sp|Q7M4E8|CUD6_SCHGR	60	75	30	0	2	76	33	107	1.72E-30	102
TRINITY_GG_17308_c1_g1_i1.p1	1	sp|P52302|MBN_DROME	56.8	88	38	0	10	97	5	92	3.35E-22	100	sp|P52302|MBN_DROME	59.8	82	33	0	5	86	10	91	3.97E-22	97.4
TRINITY_GG_17309_c2_g1_i1.p2	1	sp|Q5TW90|MAB21_ANOGA	82.7	365	63	0	1	365	1	365	5.29E-232	638	sp|Q5TW90|MAB21_ANOGA	82.7	365	63	0	1	365	1	365	5.13E-232	634
TRINITY_GG_17309_c4_g1_i3.p1	1	sp|O01159|RSP7_CAEEL	39.9	258	145	6	5	258	10	261	4.20E-49	181	sp|O01159|RSP7_CAEEL	39.9	258	145	6	10	261	5	258	1.30E-52	186
TRINITY_GG_17309_c5_g1_i5.p1	1	sp|Q8IRB5|CLSPN_DROME	40.8	157	84	2	1270	1420	1156	1309	3.10E-21	105	sp|Q8IRB5|CLSPN_DROME	40.5	158	85	2	1156	1310	1270	1421	9.85E-23	105
TRINITY_GG_17309_c6_g1_i31.p1	1	sp|Q9W4E2|NBEA_DROME	63.3	3017	824	46	3	2872	587	3466	0	3389	sp|Q9W4E2|NBEA_DROME	63.5	2990	860	43	587	3466	3	2872	0	3388
TRINITY_GG_17310_c11_g1_i3.p1	1	sp|Q3KQ23|UBA5_XENLA	68.6	303	74	6	1	294	107	397	1.84E-139	402	sp|Q3KQ23|UBA5_XENLA	68.6	303	74	6	107	397	1	294	3.67E-136	390
TRINITY_GG_17310_c9_g1_i1.p1	1	sp|Q9VBX1|NEMF_DROME	58.3	684	247	5	1	650	1	680	4.41E-265	766	sp|Q9VBX1|NEMF_DROME	58.5	684	246	6	1	680	1	650	3.89E-264	760
TRINITY_GG_17319_c6_g1_i5.p1	1	sp|Q12857|NFIA_HUMAN	46.1	497	210	14	4	497	10	451	7.13E-101	322	sp|Q12857|NFIA_HUMAN	55.8	344	114	9	10	318	4	344	1.23E-100	317
TRINITY_GG_17319_c6_g1_i5.p2	1	sp|Q08169|HUGA_APIME	42.2	334	185	5	42	369	32	363	2.43E-91	282	sp|Q08169|HUGA_APIME	42.2	334	185	5	32	363	42	369	3.60E-93	283
TRINITY_GG_17330_c16_g1_i10.p1	1	sp|Q7TPH6|MYCB2_MOUSE	44.4	2789	1257	54	69	2797	137	2691	0	2133	sp|Q7TPH6|MYCB2_MOUSE	44.5	2787	1257	53	137	2691	69	2797	0	2149
TRINITY_GG_17353_c5_g1_i1.p1	1	sp|Q8BGC1|CE022_MOUSE	38.4	448	216	10	24	428	12	442	9.12E-86	272	sp|Q8BGC1|CE022_MOUSE	38	445	222	9	12	442	24	428	7.51E-87	271
TRINITY_GG_17353_c6_g1_i2.p1	1	sp|Q9H583|HEAT1_HUMAN	32.3	2202	1342	46	3	2114	2	2144	0	994	sp|Q9H583|HEAT1_HUMAN	32.3	2208	1334	49	2	2144	3	2114	0	1001
TRINITY_GG_17358_c18_g1_i3.p1	1	sp|Q9EQQ9|OGA_MOUSE	46	642	286	17	19	639	60	661	6.99E-178	533	sp|Q9EQQ9|OGA_MOUSE	45.3	644	287	12	60	661	19	639	6.76E-174	519
TRINITY_GG_17358_c19_g1_i3.p1	1	sp|Q4VCS5|AMOT_HUMAN	38.9	375	187	5	345	718	436	769	1.46E-51	199	sp|Q4VCS5|AMOT_HUMAN	39.2	372	184	5	436	766	345	715	3.23E-53	200
TRINITY_GG_17358_c20_g1_i1.p1	1	sp|Q15751|HERC1_HUMAN	43.5	5098	2250	92	9	4721	8	4861	0	3561	sp|Q15751|HERC1_HUMAN	43.4	5097	2256	90	8	4861	9	4721	0	3557
TRINITY_GG_17361_c25_g1_i1.p1	1	sp|P34739|TTF2_DROME	49.4	690	302	12	449	1109	390	1061	1.49E-193	593	sp|P34739|TTF2_DROME	49.4	690	302	12	390	1061	449	1109	2.71E-192	586
TRINITY_GG_17361_c27_g1_i5.p1	1	sp|Q8IPH9|SLOB_DROME	49.1	344	160	6	144	473	134	476	9.40E-102	320	sp|Q8IPH9|SLOB_DROME	49.1	344	160	6	134	476	144	473	3.17E-104	323
TRINITY_GG_17365_c0_g1_i2.p1	1	sp|P0C218|DDX20_DANRE	49.8	283	138	1	4	282	6	288	7.13E-84	270	sp|P0C218|DDX20_DANRE	49.8	283	138	1	6	288	4	282	7.42E-86	272
TRINITY_GG_17373_c23_g1_i4.p1	1	sp|Q16X15|MED24_AEDAE	46.7	977	480	12	9	975	9	954	2.54E-298	856	sp|Q16X15|MED24_AEDAE	46.7	977	480	12	9	954	9	975	2.45E-298	853
TRINITY_GG_17373_c25_g1_i1.p1	1	sp|Q9VN45|SPART_DROME	40.4	396	198	8	38	401	145	534	1.08E-81	264	sp|Q9VN45|SPART_DROME	39.3	425	217	9	121	536	11	403	4.20E-83	264
TRINITY_GG_17373_c26_g1_i10.p1	1	sp|Q969G3|SMCE1_HUMAN	62.3	257	84	3	66	314	30	281	4.57E-74	255	sp|Q969G3|SMCE1_HUMAN	62.3	257	84	3	30	281	66	314	6.62E-76	255
TRINITY_GG_17373_c26_g1_i10.p3	1	sp|P51950|MAT1_MARGL	50.2	319	154	4	1	318	2	316	4.61E-97	292	sp|P51950|MAT1_MARGL	50.6	310	149	3	2	307	1	310	1.04E-100	298
TRINITY_GG_17374_c3_g1_i2.p1	1	sp|Q5ZKU4|INT2_CHICK	53.5	658	266	5	6	644	9	645	1.10E-220	652	sp|Q5ZKU4|INT2_CHICK	53.3	660	264	5	9	645	6	644	8.83E-221	649
TRINITY_GG_17387_c11_g1_i1.p1	1	sp|Q9VYF8|COQ5_DROME	54.4	296	120	3	11	294	9	301	1.06E-113	333	sp|Q9VYF8|COQ5_DROME	60.2	259	96	2	46	301	40	294	1.04E-113	329
TRINITY_GG_17387_c13_g1_i2.p2	1	sp|Q9QZ67|PPM1D_MOUSE	58.3	103	43	0	43	145	92	194	4.52E-35	130	sp|Q9QZ67|PPM1D_MOUSE	58.3	103	43	0	92	194	43	145	1.04E-35	130
TRINITY_GG_17387_c14_g1_i1.p1	1	sp|Q8VCE2|GPN1_MOUSE	58.3	355	127	6	28	372	19	362	1.92E-132	387	sp|Q8VCE2|GPN1_MOUSE	58	357	125	6	19	362	28	372	4.00E-136	393
TRINITY_GG_17387_c14_g1_i1.p2	1	sp|Q6ZM63|GPN3_DANRE	64.9	188	65	1	2	189	3	189	3.81E-83	250	sp|Q6ZM63|GPN3_DANRE	64.9	188	65	1	3	189	2	189	9.41E-84	249
TRINITY_GG_17387_c15_g1_i1.p1	1	sp|Q7SXP4|SRS1A_DANRE	71.4	245	47	6	4	226	11	254	2.66E-96	285	sp|Q7SXP4|SRS1A_DANRE	71.8	238	45	5	11	248	4	219	8.38E-98	285
TRINITY_GG_17387_c17_g1_i1.p2	1	sp|Q297V5|KMT5A_DROPS	64.6	99	35	0	1	99	591	689	2.78E-43	152	sp|Q297V5|KMT5A_DROPS	64.6	99	35	0	591	689	1	99	5.66E-44	152
TRINITY_GG_17395_c1_g1_i1.p1	1	sp|Q9Y169|EXT2_DROME	56.3	671	276	8	41	705	58	717	1.01E-278	785	sp|Q9Y169|EXT2_DROME	56.3	671	276	8	58	717	41	705	1.21E-279	783
TRINITY_GG_17400_c10_g1_i2.p1	1	sp|P16395|ACM1_DROME	52.2	665	165	15	29	559	93	738	5.71E-173	512	sp|P16395|ACM1_DROME	52.2	665	165	15	93	738	29	559	7.58E-176	516
TRINITY_GG_17400_c11_g1_i5.p1	1	sp|Q8JI28|TLL1_XENLA	58.1	876	354	8	275	1149	139	1002	0	1102	sp|Q8JI28|TLL1_XENLA	58.1	876	354	8	139	1002	275	1149	0	1110
TRINITY_GG_17400_c9_g1_i1.p1	1	sp|O95433|AHSA1_HUMAN	43.3	344	179	4	1	338	1	334	8.37E-102	306	sp|O95433|AHSA1_HUMAN	43.2	347	181	4	1	337	1	341	2.41E-103	306
TRINITY_GG_17401_c14_g1_i2.p1	1	sp|Q24535|SRF_DROME	48.5	344	142	9	64	406	108	417	5.72E-71	233	sp|Q24535|SRF_DROME	68	197	57	4	108	299	64	259	7.27E-72	231
TRINITY_GG_17402_c1_g1_i1.p1	1	sp|Q9QUM9|PSA6_MOUSE	76.8	246	57	0	1	246	1	246	3.40E-141	398	sp|Q9QUM9|PSA6_MOUSE	76.8	246	57	0	1	246	1	246	1.15E-141	396
TRINITY_GG_17402_c1_g1_i1.p3	1	sp|Q9VI10|SMD2_DROME	94.9	117	6	0	4	120	3	119	6.83E-75	220	sp|Q9VI10|SMD2_DROME	94.9	117	6	0	3	119	4	120	2.78E-76	220
TRINITY_GG_17422_c0_g1_i1.p1	1	sp|Q95TS5|INT9_DROME	57.5	348	144	2	1	348	245	588	1.57E-141	418	sp|Q95TS5|INT9_DROME	57.5	348	144	2	245	588	1	348	1.90E-144	423
TRINITY_GG_17438_c3_g1_i1.p1	1	sp|Q6PB03|PLD3_XENLA	54.2	404	179	5	68	468	78	478	2.26E-143	422	sp|Q6PB03|PLD3_XENLA	54.2	404	179	5	78	478	68	468	3.00E-146	426
TRINITY_GG_17438_c7_g1_i2.p1	1	sp|Q12981|SEC20_HUMAN	44.4	216	116	1	24	239	14	225	2.64E-49	164	sp|Q12981|SEC20_HUMAN	44.2	217	117	1	13	225	23	239	6.59E-49	159
TRINITY_GG_17442_c2_g1_i1.p1	1	sp|Q96N76|HUTU_HUMAN	68.7	367	115	0	8	374	4	370	2.38E-177	511	sp|Q96N76|HUTU_HUMAN	68.9	366	114	0	4	369	8	373	2.21E-179	514
TRINITY_GG_17444_c11_g1_i2.p1	1	sp|Q92878|RAD50_HUMAN	30	783	528	5	2	775	534	1305	2.55E-86	301	sp|Q92878|RAD50_HUMAN	29.6	778	530	4	534	1301	2	771	7.79E-84	291
TRINITY_GG_17445_c14_g1_i1.p1	1	sp|O13267|WNT5A_PLEWA	53.4	335	148	3	90	416	25	359	5.83E-129	379	sp|O13267|WNT5A_PLEWA	53.4	335	148	3	25	359	90	416	3.17E-132	383
TRINITY_GG_17445_c8_g1_i1.p1	1	sp|Q17R01|FXL14_BOVIN	75.5	388	95	0	84	471	4	391	1.73E-102	315	sp|Q17R01|FXL14_BOVIN	75.3	389	96	0	3	391	83	471	6.79E-103	312
TRINITY_GG_17447_c18_g1_i2.p1	1	sp|O18738|DAG1_BOVIN	28.1	448	264	11	817	1252	494	895	4.51E-36	152	sp|O18738|DAG1_BOVIN	27.9	448	265	11	494	895	817	1252	7.64E-38	152
TRINITY_GG_17447_c20_g1_i2.p2	1	sp|O15083|ERC2_HUMAN	48.6	183	76	3	178	344	137	317	6.47E-35	139	sp|O15083|ERC2_HUMAN	46.2	199	87	4	149	346	192	371	7.58E-35	136
TRINITY_GG_17459_c27_g2_i2.p1	1	sp|P22648|FAS2_SCHAM	39.6	913	500	20	25	908	8	898	4.67E-195	585	sp|P22648|FAS2_SCHAM	39.5	913	501	20	8	898	25	908	3.15E-201	597
TRINITY_GG_17459_c31_g1_i3.p1	1	sp|Q3T0G1|THAP1_BOVIN	51.7	60	26	1	31	90	25	81	1.78E-11	66.2	sp|Q3T0G1|THAP1_BOVIN	51.7	60	26	1	25	81	31	90	6.23E-13	65.9
TRINITY_GG_17461_c18_g1_i2.p1	1	sp|Q26416|CUA1_DROME	61.9	42	15	1	110	151	95	135	1.05E-06	48.5	sp|Q26416|CUA1_DROME	61.9	42	15	1	95	135	110	151	1.03E-08	50.1
TRINITY_GG_17462_c11_g1_i1.p1	1	sp|Q9CQJ8|NDUB9_MOUSE	50.4	127	61	1	11	135	10	136	4.36E-36	125	sp|Q9CQJ8|NDUB9_MOUSE	50.4	127	61	1	10	136	11	135	5.01E-36	122
TRINITY_GG_17462_c14_g1_i1.p1	1	sp|P40798|STC_DROME	52.8	644	294	3	896	1539	370	1003	1.27E-209	649	sp|P40798|STC_DROME	52.6	644	295	3	370	1003	896	1539	3.38E-207	639
TRINITY_GG_17462_c8_g1_i1.p1	1	sp|Q8K2L8|TPC12_MOUSE	44.7	443	236	2	270	712	363	796	3.21E-114	365	sp|Q8K2L8|TPC12_MOUSE	43.8	463	240	3	354	796	250	712	5.05E-117	369
TRINITY_GG_17476_c0_g1_i1.p1	1	sp|P22727|WNT6_MOUSE	50.8	362	163	6	6	359	9	363	5.65E-126	369	sp|P22727|WNT6_MOUSE	50.8	358	163	5	13	363	8	359	8.88E-125	362
TRINITY_GG_1748_c6_g1_i2.p1	1	sp|Q8CGY8|OGT1_MOUSE	68.2	579	173	5	89	661	470	1043	1.03E-284	810	sp|Q8CGY8|OGT1_MOUSE	68.2	579	173	5	470	1043	89	661	3.18E-289	819
TRINITY_GG_17482_c1_g1_i1.p1	1	sp|P49340|WNT1_BOMMO	66.7	390	110	3	31	420	22	391	4.06E-192	540	sp|P49340|WNT1_BOMMO	64.9	410	122	4	4	391	11	420	1.42E-196	548
TRINITY_GG_17486_c6_g1_i2.p1	1	sp|O75600|KBL_HUMAN	60.9	407	157	2	16	420	12	418	5.48E-175	498	sp|O75600|KBL_HUMAN	60.9	407	157	2	12	418	16	420	1.59E-176	498
TRINITY_GG_17489_c0_g1_i1.p1	1	sp|Q5RJK8|ACBD6_RAT	42	181	100	3	6	186	38	213	4.76E-41	145	sp|Q5RJK8|ACBD6_RAT	42	181	100	3	38	213	6	186	8.73E-42	143
TRINITY_GG_17489_c0_g1_i1.p2	1	sp|Q5RJL2|MET23_RAT	48.8	217	106	3	13	227	6	219	1.21E-65	205	sp|Q5RJL2|MET23_RAT	48.8	217	106	3	6	219	13	227	2.44E-67	206
TRINITY_GG_17491_c0_g1_i2.p1	1	sp|Q0P595|SIR7_BOVIN	58.8	308	127	0	1	308	1	308	3.72E-126	369	sp|Q0P595|SIR7_BOVIN	58.8	308	127	0	1	308	1	308	5.69E-122	355
TRINITY_GG_17492_c10_g1_i1.p1	1	sp|A0JPE9|GLPK5_DANRE	50.5	507	245	2	11	511	1	507	4.81E-183	526	sp|A0JPE9|GLPK5_DANRE	50.7	507	244	3	1	507	11	511	3.70E-187	533
TRINITY_GG_17492_c9_g1_i1.p1	1	sp|Q7Z2K6|ERMP1_HUMAN	37.7	824	492	11	96	912	95	904	2.57E-187	565	sp|Q7Z2K6|ERMP1_HUMAN	37.9	819	488	11	95	899	96	907	1.10E-191	573
TRINITY_GG_17492_c9_g1_i1.p2	1	sp|Q9NA75|T38B1_CAEEL	55.1	265	119	0	1	265	9	273	1.90E-105	311	sp|Q9NA75|T38B1_CAEEL	56.4	259	113	0	9	267	1	259	5.12E-108	314
TRINITY_GG_17502_c1_g1_i2.p1	1	sp|Q9VPQ6|USH_DROME	30.1	1247	493	44	219	1386	196	1142	2.20E-98	346	sp|Q9VPQ6|USH_DROME	31	1224	512	43	196	1142	219	1386	1.84E-105	362
TRINITY_GG_17508_c15_g1_i2.p2	1	sp|P58249|PHS_DROVI	69.4	98	30	0	45	142	1	98	8.27E-47	150	sp|P58249|PHS_DROVI	69.4	98	30	0	1	98	45	142	5.79E-49	151
TRINITY_GG_17508_c26_g1_i3.p1	1	sp|P46825|KLC_DORPE	67	609	130	7	1	602	21	565	4.22E-128	391	sp|P46825|KLC_DORPE	66.9	608	132	7	21	565	1	602	8.28E-130	392
TRINITY_GG_17522_c21_g1_i6.p1	1	sp|Q641C9|CD123_XENLA	35.2	281	156	8	12	268	10	288	2.42E-49	169	sp|Q641C9|CD123_XENLA	34.8	287	161	8	4	288	6	268	2.69E-49	165
TRINITY_GG_17522_c23_g1_i2.p1	1	sp|Q9VLC0|VPS54_DROME	45.6	968	450	12	26	988	43	938	5.98E-272	787	sp|Q9VLC0|VPS54_DROME	45.6	968	450	12	43	938	26	988	7.10E-278	798
TRINITY_GG_17522_c23_g1_i2.p2	1	sp|P37111|ACY1_PIG	45.3	223	120	2	1	221	177	399	8.44E-61	198	sp|P37111|ACY1_PIG	45.1	224	121	2	177	400	1	222	9.96E-61	195
TRINITY_GG_17522_c24_g1_i4.p1	1	sp|Q08DK7|MCATL_BOVIN	52	244	108	5	2	238	47	288	1.22E-66	213	sp|Q08DK7|MCATL_BOVIN	52.2	232	106	3	47	276	2	230	1.25E-68	214
TRINITY_GG_17522_c26_g3_i5.p1	1	sp|Q9WVR8|MEN1_RAT	54.1	458	183	5	9	440	2	458	2.27E-163	486	sp|Q9WVR8|MEN1_RAT	54.1	458	183	5	2	458	9	440	3.20E-167	493
TRINITY_GG_17522_c26_g3_i5.p2	1	sp|Q6DEL2|CLPT1_DANRE	60.5	531	206	3	1	530	101	628	7.76E-233	658	sp|Q6DEL2|CLPT1_DANRE	60.5	531	206	3	101	628	1	530	2.86E-231	650
TRINITY_GG_17522_c28_g1_i1.p2	1	sp|A0A0F7Z3J2|CTHA2_CONVC	50.8	118	57	1	16	132	27	144	1.77E-39	132	sp|A0A0F7Z3J2|CTHA2_CONVC	50.8	118	57	1	27	144	16	132	1.13E-40	132
TRINITY_GG_17523_c35_g1_i4.p4	1	sp|C0HK95|FAU_DROME	38.1	134	76	4	1	130	1	131	1.11E-12	63.5	sp|C0HK95|FAU_DROME	38.1	134	76	4	1	131	1	130	6.88E-08	47.4
TRINITY_GG_17523_c38_g2_i4.p1	1	sp|Q00453|RGM1_YEAST	43.6	55	30	1	319	372	11	65	1.29E-07	56.6	sp|Q00453|RGM1_YEAST	43.6	55	30	1	11	65	319	372	1.04E-08	53.9
TRINITY_GG_17523_c38_g2_i4.p2	1	sp|P09001|RM03_HUMAN	57.3	178	73	3	2	178	172	347	5.95E-62	198	sp|P09001|RM03_HUMAN	57.3	178	73	3	172	347	2	178	2.60E-65	204
TRINITY_GG_17533_c3_g1_i2.p1	1	sp|Q5VUG0|SMBT2_HUMAN	36.1	905	497	21	12	887	40	892	2.05E-166	510	sp|Q5VUG0|SMBT2_HUMAN	35.8	910	493	20	40	892	12	887	3.34E-163	498
TRINITY_GG_17534_c2_g1_i1.p1	1	sp|Q9VE51|CPSF3_DROME	75.3	675	164	3	8	680	7	680	0	1034	sp|Q9VE51|CPSF3_DROME	75.3	675	164	3	7	680	8	680	0	1036
TRINITY_GG_17535_c0_g1_i2.p1	1	sp|Q07553|GCY3E_DROME	52.8	1129	440	14	19	1121	100	1161	0	1142	sp|Q07553|GCY3E_DROME	52.3	1147	450	15	86	1161	1	1121	0	1141
TRINITY_GG_17540_c7_g2_i4.p1	1	sp|O42569|SOX2_XENLA	44	361	116	13	167	518	28	311	2.59E-57	196	sp|O42569|SOX2_XENLA	61.3	199	65	7	35	228	171	362	1.76E-58	195
TRINITY_GG_17551_c9_g2_i1.p1	1	sp|Q24546|SYN_DROME	56.4	516	163	10	113	580	80	581	2.93E-183	546	sp|Q24546|SYN_DROME	55.8	518	163	10	80	581	113	580	5.27E-182	540
TRINITY_GG_17570_c1_g1_i1.p1	1	sp|Q9UQC9|CLCA2_HUMAN	24.4	847	521	31	24	814	35	818	2.47E-42	172	sp|Q9UQC9|CLCA2_HUMAN	24	841	526	30	35	815	24	811	1.60E-45	177
TRINITY_GG_17599_c0_g1_i1.p1	1	sp|Q7JK24|B3GT1_GORGO	31	274	157	5	1	273	73	315	2.28E-44	156	sp|Q7JK24|B3GT1_GORGO	31	274	157	5	73	315	1	273	6.99E-47	159
TRINITY_GG_17607_c1_g2_i2.p1	1	sp|Q8C6G1|CF410_MOUSE	56.4	140	59	1	3	140	2	141	4.85E-48	159	sp|Q8C6G1|CF410_MOUSE	56.4	140	59	1	2	141	3	140	8.47E-49	157
TRINITY_GG_17608_c10_g1_i1.p1	1	sp|P0DMQ5|INAM2_HUMAN	48.3	60	28	1	33	92	22	78	8.75E-08	51.6	sp|P0DMQ5|INAM2_HUMAN	43.9	82	40	3	2	78	12	92	5.32E-08	48.5
TRINITY_GG_17608_c13_g2_i1.p1	1	sp|Q9VNE7|C42ES_DROME	56.8	74	26	3	13	84	6	75	9.11E-20	79.3	sp|Q9VNE7|C42ES_DROME	56.8	74	26	3	6	75	13	84	7.77E-22	80.9
TRINITY_GG_17608_c17_g1_i2.p1	1	sp|Q95SX7|RTBS_DROME	29.4	752	459	19	13	721	10	732	1.33E-63	231	sp|Q95SX7|RTBS_DROME	29.1	746	469	19	10	732	13	721	1.72E-70	247
TRINITY_GG_17635_c18_g1_i1.p1	1	sp|Q9VZV5|CYHR1_DROME	68.6	312	92	1	126	431	101	412	3.76E-159	458	sp|Q9VZV5|CYHR1_DROME	68.6	312	92	1	101	412	126	431	4.55E-157	449
TRINITY_GG_17635_c19_g1_i1.p1	1	sp|P0CG15|CTF8_MOUSE	53.3	122	51	2	5	124	4	121	2.91E-36	123	sp|P0CG15|CTF8_MOUSE	56.4	110	44	1	16	121	15	124	2.34E-37	122
TRINITY_GG_17635_c25_g1_i1.p1	1	sp|Q6NRT5|CSN1_XENLA	71.8	486	126	5	1	482	1	479	4.53E-246	684	sp|Q6NRT5|CSN1_XENLA	71.8	486	126	5	1	479	1	482	5.33E-247	682
TRINITY_GG_17635_c34_g1_i1.p1	1	sp|Q8BJT9|EDEM2_MOUSE	63.6	511	185	1	28	537	25	535	1.89E-235	672	sp|Q8BJT9|EDEM2_MOUSE	63.6	511	185	1	25	535	28	537	1.74E-233	663
TRINITY_GG_17637_c3_g1_i3.p1	1	sp|Q9VL00|OTUBL_DROME	66.3	252	82	1	17	265	10	261	7.30E-119	343	sp|Q9VL00|OTUBL_DROME	66.3	252	82	1	10	261	17	265	1.21E-119	342
TRINITY_GG_17640_c10_g1_i3.p1	1	sp|Q6PC62|SPG21_DANRE	64.3	126	45	0	1	126	154	279	2.00E-53	173	sp|Q6PC62|SPG21_DANRE	64.3	126	45	0	154	279	1	126	8.49E-56	176
