Entry_Name,Gene_Ontology_IDs
DYH7_RAT,GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0036159; GO:0045505; GO:0051959
DYH7_RAT,GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0036159; GO:0045505; GO:0051959
DYH2_MOUSE,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0005929; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0031514; GO:0036126; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285
DYHC_TRIGR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_TRIGR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_TRIGR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_HELCR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_TRIGR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_HELCR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_TRIGR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYHC_HELCR,GO:0003341; GO:0005524; GO:0005858; GO:0005874; GO:0008569; GO:0030030; GO:0045505; GO:0051959; GO:0097729
DYH17_MOUSE,GO:0003341; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0031514; GO:0036126; GO:0036157; GO:0036158; GO:0045505; GO:0051959
TTL3A_DROME,GO:0003341; GO:0005524; GO:0005874; GO:0005930; GO:0015630; GO:0018094; GO:0060271; GO:0070735; GO:0070736; GO:0070737
DYH12_MOUSE,GO:0003341; GO:0005524; GO:0005874; GO:0007018; GO:0008569; GO:0016567; GO:0030286; GO:0036156; GO:0045505; GO:0051959; GO:0097729
DYH12_RAT,GO:0003341; GO:0005524; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0045505; GO:0051959; GO:0097729
ODAD3_MOUSE,GO:0003341; GO:0005576; GO:0005814; GO:0005929; GO:0005930; GO:0007283; GO:0007368; GO:0007420; GO:0007507; GO:0030317; GO:0035253; GO:0035264; GO:0036064; GO:0036158; GO:0060287; GO:0061371; GO:0090660; GO:0097542; GO:0120228; GO:1902017
CCD39_XENTR,GO:0003341; GO:0005576; GO:0005930; GO:0036159; GO:0060285; GO:0060287; GO:0070286
ODAD4_XENLA,GO:0003341; GO:0005737; GO:0005856; GO:0036158; GO:0042995
CFA91_MACFA,GO:0003341; GO:0005739; GO:0005930; GO:0007283; GO:0030154; GO:0031514; GO:1904158
ODAD1_RAT,GO:0003341; GO:0005929; GO:0005930; GO:0036157; GO:0036158; GO:0120228
CF251_HUMAN,GO:0003341; GO:0005930; GO:0030317; GO:0031514; GO:0036126
ITBX_DROME,GO:0003344; GO:0005178; GO:0005886; GO:0005887; GO:0005925; GO:0005927; GO:0006930; GO:0007015; GO:0007157; GO:0007160; GO:0007229; GO:0007298; GO:0007377; GO:0007391; GO:0007411; GO:0007417; GO:0007419; GO:0007431; GO:0007476; GO:0007494; GO:0007508; GO:0007517; GO:0007601; GO:0007608; GO:0007629; GO:0008305; GO:0008340; GO:0008360; GO:0009925; GO:0016203; GO:0016324; GO:0016328; GO:0016339; GO:0016340; GO:0016477; GO:0021551; GO:0030336; GO:0030425; GO:0030718; GO:0031252; GO:0031589; GO:0033627; GO:0034446; GO:0035001; GO:0035099; GO:0035160; GO:0042734; GO:0043034; GO:0045211; GO:0045214; GO:0046982; GO:0048803; GO:0051492; GO:0090129
ITBX_DROME,GO:0003344; GO:0005178; GO:0005886; GO:0005887; GO:0005925; GO:0005927; GO:0006930; GO:0007015; GO:0007157; GO:0007160; GO:0007229; GO:0007298; GO:0007377; GO:0007391; GO:0007411; GO:0007417; GO:0007419; GO:0007431; GO:0007476; GO:0007494; GO:0007508; GO:0007517; GO:0007601; GO:0007608; GO:0007629; GO:0008305; GO:0008340; GO:0008360; GO:0009925; GO:0016203; GO:0016324; GO:0016328; GO:0016339; GO:0016340; GO:0016477; GO:0021551; GO:0030336; GO:0030425; GO:0030718; GO:0031252; GO:0031589; GO:0033627; GO:0034446; GO:0035001; GO:0035099; GO:0035160; GO:0042734; GO:0043034; GO:0045211; GO:0045214; GO:0046982; GO:0048803; GO:0051492; GO:0090129
ITBX_DROME,GO:0003344; GO:0005178; GO:0005886; GO:0005887; GO:0005925; GO:0005927; GO:0006930; GO:0007015; GO:0007157; GO:0007160; GO:0007229; GO:0007298; GO:0007377; GO:0007391; GO:0007411; GO:0007417; GO:0007419; GO:0007431; GO:0007476; GO:0007494; GO:0007508; GO:0007517; GO:0007601; GO:0007608; GO:0007629; GO:0008305; GO:0008340; GO:0008360; GO:0009925; GO:0016203; GO:0016324; GO:0016328; GO:0016339; GO:0016340; GO:0016477; GO:0021551; GO:0030336; GO:0030425; GO:0030718; GO:0031252; GO:0031589; GO:0033627; GO:0034446; GO:0035001; GO:0035099; GO:0035160; GO:0042734; GO:0043034; GO:0045211; GO:0045214; GO:0046982; GO:0048803; GO:0051492; GO:0090129
NDK7_RAT,GO:0003351; GO:0004550; GO:0005524; GO:0005576; GO:0005813; GO:0005879; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0007368; GO:0007420; GO:0036064; GO:0042073; GO:0046872; GO:0060830; GO:0060972; GO:1990830
DRC4_MOUSE,GO:0003351; GO:0005576; GO:0005737; GO:0005794; GO:0005829; GO:0005874; GO:0005886; GO:0005929; GO:0005930; GO:0007368; GO:0007420; GO:0008017; GO:0008104; GO:0015630; GO:0030317; GO:0031267; GO:0031514; GO:0035082; GO:0036064; GO:0036126; GO:0045880; GO:0051649; GO:0060294; GO:0097729; GO:1903566; GO:1904526
DAA11_BOVIN,GO:0003351; GO:0005576; GO:0005737; GO:0005829; GO:0030317; GO:0031514; GO:0036158; GO:0051649; GO:0060287; GO:0061512; GO:0070286; GO:0090660; GO:0120229; GO:0120293
C298A_XENLA,GO:0003352; GO:0005737; GO:0005856; GO:0005929
DRC1_RAT,GO:0003352; GO:0005829; GO:0005858; GO:0005930; GO:0007368; GO:0007507; GO:0031514; GO:0060285; GO:0070286
DRC2_HUMAN,GO:0003352; GO:0005858; GO:0005930; GO:0031514; GO:0036064; GO:0060271; GO:0060285; GO:0070286
RN220_MOUSE,GO:0003358; GO:0004842; GO:0005737; GO:0006513; GO:0016567; GO:0021904; GO:0032991; GO:0046872; GO:0051091; GO:0051865; GO:0061630; GO:0090263; GO:2000677
ZC4H2_HUMAN,GO:0003358; GO:0005634; GO:0005737; GO:0006513; GO:0007399; GO:0007528; GO:0021522; GO:0032991; GO:0043025; GO:0045211; GO:0045666; GO:0046872; GO:0051091; GO:0070161; GO:2000677
PUR9_RAT,GO:0003360; GO:0003937; GO:0004643; GO:0005829; GO:0005886; GO:0006177; GO:0006189; GO:0009116; GO:0009235; GO:0009259; GO:0010035; GO:0021549; GO:0021987; GO:0031100; GO:0042803; GO:0044208; GO:0046452; GO:0046654; GO:0097294; GO:0098761
NLGNX_HUMAN,GO:0003360; GO:0005886; GO:0005887; GO:0007158; GO:0007268; GO:0007612; GO:0009986; GO:0016021; GO:0021549; GO:0030182; GO:0030425; GO:0030534; GO:0031404; GO:0035176; GO:0035265; GO:0038023; GO:0042043; GO:0042803; GO:0045202; GO:0045216; GO:0048488; GO:0050804; GO:0050808; GO:0050839; GO:0060076; GO:0070161; GO:0071625; GO:0089717; GO:0090394; GO:0097104; GO:0097105; GO:0097110; GO:0098793; GO:0098839; GO:0098983; GO:0098985; GO:0099054; GO:0099060
ENA_DROME,GO:0003382; GO:0003779; GO:0005829; GO:0005856; GO:0007015; GO:0007298; GO:0007303; GO:0007390; GO:0007391; GO:0007396; GO:0007409; GO:0007411; GO:0008258; GO:0010591; GO:0017124; GO:0030027; GO:0030036; GO:0030335; GO:0030424; GO:0030425; GO:0031252; GO:0031346; GO:0032433; GO:0032956; GO:0035262; GO:0045886; GO:0046847; GO:0048749; GO:0048813; GO:0051489; GO:0051491; GO:0060288; GO:0071212; GO:1990255
CTNA_DROME,GO:0003383; GO:0005198; GO:0005737; GO:0005886; GO:0005912; GO:0008013; GO:0015629; GO:0016342; GO:0016477; GO:0034332; GO:0034333; GO:0042802; GO:0045296; GO:0046664; GO:0051015; GO:0060323; GO:0098609
CTNA_DROME,GO:0003383; GO:0005198; GO:0005737; GO:0005886; GO:0005912; GO:0008013; GO:0015629; GO:0016342; GO:0016477; GO:0034332; GO:0034333; GO:0042802; GO:0045296; GO:0046664; GO:0051015; GO:0060323; GO:0098609
GPRK2_DROME,GO:0003384; GO:0004672; GO:0004674; GO:0004703; GO:0005524; GO:0005737; GO:0005886; GO:0006468; GO:0006963; GO:0007165; GO:0007476; GO:0009898; GO:0009966; GO:0010739; GO:0045752; GO:0045879; GO:0045880; GO:0048260; GO:0048601; GO:0050830; GO:0070273
SAR1B_MOUSE,GO:0003400; GO:0003924; GO:0005525; GO:0005789; GO:0006886; GO:0006888; GO:0016050; GO:0030127; GO:0032368; GO:0032580; GO:0042953; GO:0046872; GO:0055088; GO:0061024; GO:0070863; GO:0070971
TOLL6_DROME,GO:0003401; GO:0005030; GO:0005886; GO:0007165; GO:0007411; GO:0008201; GO:0016021; GO:0048167; GO:0048495; GO:0050135; GO:0060026; GO:0061809; GO:0070983
TOLL6_DROME,GO:0003401; GO:0005030; GO:0005886; GO:0007165; GO:0007411; GO:0008201; GO:0016021; GO:0048167; GO:0048495; GO:0050135; GO:0060026; GO:0061809; GO:0070983
TOLL6_DROME,GO:0003401; GO:0005030; GO:0005886; GO:0007165; GO:0007411; GO:0008201; GO:0016021; GO:0048167; GO:0048495; GO:0050135; GO:0060026; GO:0061809; GO:0070983
TOLL8_DROME,GO:0003401; GO:0005886; GO:0007165; GO:0016021; GO:0016324; GO:0045087; GO:0048935; GO:0050135; GO:0060026; GO:0060049; GO:0061809
TOLL8_DROME,GO:0003401; GO:0005886; GO:0007165; GO:0016021; GO:0016324; GO:0045087; GO:0048935; GO:0050135; GO:0060026; GO:0060049; GO:0061809
AGRA3_DANRE,GO:0003402; GO:0004930; GO:0005886; GO:0007166; GO:0009897; GO:0016021; GO:0060027; GO:0097475; GO:2000095
GPAN1_DROME,GO:0003676
SURF6_DROME,GO:0003676; GO:0003677; GO:0003723; GO:0005730; GO:0007419; GO:0042254; GO:0042273; GO:0042274
PA2G4_MOUSE,GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904
SPNE_AEDAE,GO:0003676; GO:0003724; GO:0005524; GO:0005737; GO:0007283; GO:0016887; GO:0030154; GO:0031047; GO:0051321
SYK_CRIGR,GO:0003676; GO:0003877; GO:0004824; GO:0005524; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0006430; GO:0015966; GO:0017101
SYK_CRIGR,GO:0003676; GO:0003877; GO:0004824; GO:0005524; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0006430; GO:0015966; GO:0017101
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL3_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL3_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL3_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL3_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL4_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL2_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POL5_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
POLY_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0015074; GO:0042575
POLY_DROME,GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0015074; GO:0042575
POL_FENV1,GO:0003676; GO:0003887; GO:0003964; GO:0004523; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0046872; GO:0075713
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
COPIA_DROME,GO:0003676; GO:0003887; GO:0004190; GO:0005524; GO:0006508; GO:0008270; GO:0015074; GO:0042575
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
YRD6_CAEEL,GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
RPC10_HUMAN,GO:0003676; GO:0003899; GO:0005654; GO:0005666; GO:0005730; GO:0005829; GO:0006383; GO:0006386; GO:0008270; GO:0042779; GO:0045087; GO:0051607
POLR2_ARATH,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0006508; GO:0015074; GO:0046872
POLR2_ARATH,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0006508; GO:0015074; GO:0046872
POLR1_ARATH,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0006508; GO:0015074; GO:0046872
POLR1_ARATH,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0006508; GO:0015074; GO:0046872
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
POLX_TOBAC,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074
CMTR1_XENLA,GO:0003676; GO:0004483; GO:0005634; GO:0006370; GO:0080009; GO:0097309
REXO1_HUMAN,GO:0003676; GO:0004527; GO:0005634; GO:0005654; GO:0016604
GOR_HUMAN,GO:0003676; GO:0004527; GO:0005634; GO:0005737
AASDB_XENLA,GO:0003676; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0046872
SYDM_RAT,GO:0003676; GO:0004815; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0006422; GO:0042803; GO:0043039; GO:0050560; GO:0070145
SYDM_BOVIN,GO:0003676; GO:0004815; GO:0005524; GO:0005739; GO:0005759; GO:0006422; GO:0031090; GO:0070145
SYNM_MOUSE,GO:0003676; GO:0004816; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006421
SYNC_BOVIN,GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421; GO:0031090
ASCC3_BOVIN,GO:0003676; GO:0005524; GO:0005634; GO:0005829; GO:0006307; GO:0008283; GO:0016607; GO:0016887; GO:0032508; GO:0043138; GO:0072344; GO:0099053; GO:1990116; GO:1990391
MOD5_HUMAN,GO:0003676; GO:0005524; GO:0005739; GO:0005759; GO:0006400; GO:0008270; GO:0052381; GO:0070900
R3HD2_MOUSE,GO:0003676; GO:0005634
SPAG7_HUMAN,GO:0003676; GO:0005634
ACINU_MOUSE,GO:0003676; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006397; GO:0006915; GO:0008380; GO:0016607; GO:0030218; GO:0030263; GO:0035145; GO:0043065; GO:0045657; GO:0048025; GO:0061574
CPSF1_DANRE,GO:0003676; GO:0005634; GO:0005654; GO:0005847; GO:0006378; GO:0031290; GO:0060216
SRA_DROME,GO:0003676; GO:0005634; GO:0005737; GO:0005759; GO:0007005; GO:0007143; GO:0007343; GO:0007616; GO:0008355; GO:0008597; GO:0019722; GO:0030431; GO:0035039; GO:0045924; GO:0046008; GO:0048477; GO:0051321; GO:0070884
SCND3_HUMAN,GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
SCND3_HUMAN,GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
SCND3_HUMAN,GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
SCND3_HUMAN,GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
METL4_MOUSE,GO:0003676; GO:0005634; GO:0005759; GO:0005829; GO:0006325; GO:0008168; GO:0008173; GO:0009007; GO:0032775; GO:0043484; GO:0090296; GO:0106347; GO:0120049; GO:1902275; GO:1903108
N6MT1_MOUSE,GO:0003676; GO:0005634; GO:0006325; GO:0008276; GO:0008757; GO:0009007; GO:0009404; GO:0018024; GO:0018364; GO:0018872; GO:0030307; GO:0030792; GO:0032259; GO:0032775; GO:0032991; GO:0034968; GO:0035657; GO:0036009; GO:1904047
Z385B_DANRE,GO:0003676; GO:0005634; GO:0008270; GO:0072332
METL5_DANRE,GO:0003676; GO:0005634; GO:0008988; GO:0016740; GO:0031167; GO:0042995; GO:0045727; GO:0048863; GO:0070161; GO:0098793; GO:0098794; GO:1904047
EGAL1_CAEEL,GO:0003676; GO:0005635; GO:0005875; GO:0008408; GO:0030473; GO:0031047; GO:0034587; GO:1990923
SRRT_AEDAE,GO:0003676; GO:0005654; GO:0006397; GO:0031053
SRRT_AEDAE,GO:0003676; GO:0005654; GO:0006397; GO:0031053
ZN830_XENLA,GO:0003676; GO:0005681; GO:0005694; GO:0007049; GO:0008270; GO:0016607; GO:0051301
ZCHC4_HUMAN,GO:0003676; GO:0005730; GO:0005737; GO:0008270; GO:0008988; GO:0031167; GO:0045727; GO:1904047
GPTC2_MOUSE,GO:0003676; GO:0005730; GO:0016607
RPA12_RAT,GO:0003676; GO:0005736; GO:0006363; GO:0006379; GO:0008270
EFMT1_XENLA,GO:0003676; GO:0005737; GO:0008168; GO:0016279; GO:0018022
ZCHC2_MOUSE,GO:0003676; GO:0005737; GO:0008270; GO:0035091
KRBA2_HUMAN,GO:0003676; GO:0006355; GO:0015074
KRBA2_HUMAN,GO:0003676; GO:0006355; GO:0015074
GPTC1_BOVIN,GO:0003676; GO:0006397
SR1IP_HUMAN,GO:0003676; GO:0006397; GO:0008270; GO:0008380
ZCH10_RAT,GO:0003676; GO:0008270
ZN593_DROME,GO:0003676; GO:0008270
MUT7_AEDAE,GO:0003676; GO:0008408; GO:0046872
FBX21_PONAB,GO:0003677
CHD1_BOMMO,GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0140658
CHD1_BOMMO,GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0140658
CHD1_BOMMO,GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0140658
SMRCD_DROME,GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0006281; GO:0008094; GO:0016887; GO:0045089; GO:0050829; GO:0140658
